text,classificacao
Nao entendo esse humor depressivo “eu sou um merda kkkkk” “bom que eu morro mais cedo kkkk” “eu sou uma decepção pr… https://t.co/d98ikNFU77,psiquico
RT @virtualpsicolog: Ansiedade é um estado psíquico de apreensão ou medo provocado pela antecipação de uma situação desagradável ou perigos…,psiquico
RT @paginaseria: você não é depressivo bipolar ou tem insônia. Vc somente fica triste às vezes muda de humor e dorme tarde.,psiquico
RT @paginaseria: você não é depressivo bipolar ou tem insônia. Vc somente fica triste às vezes muda de humor e dorme tarde.,psiquico
Comecei a perceber que meu humor começou a ficar meio deprimido. Comecei a lembrar do meu pai e aí caiu ficha esse… https://t.co/ieq9243DIj,psiquico
corre narciso assiste algo de humor pra reprimir sua tristeza e fingir q vc nao ta deprimido,psiquico
Mês de 3 estreias boas e eu tou tão deprimido que tou achando melhor não ir pq não quero ver esses filmes com humor ruim.,psiquico
@ebirinchan42 seu humor deprimido: a

eu: 😡 saia já de minha amiga,psiquico
feliz de ver bacurau de novo

meu humor deprimido: a

eu: https://t.co/ZCc1eBepuU,psiquico
Un día te levantas de mal humor cansado y deprimido y a lo largo del día te das cuenta que te irá peor que nunca .… https://t.co/zQvwhVjOjp,psiquico
Ei você já parou para pensar que algum coleguinha pode estar precisando da sua ajuda?  Os sintomas da depressão sã… https://t.co/PGsmUnhqMg,psiquico
A donde quiera que vaya siempre estarán conmigo. Cuando estoy deprimido enojado o de mal humor ellos son los que… https://t.co/VhtN6yqE2L,psiquico
MDS hoje eu tô muito estranho! Meu humor tá variando de estressado pra deprimido em pouquíssimo tempo,psiquico
Enviada a um hospital Katherine recebeu um diagnóstico de depressão pós-parto e alguns comprimidos foram dados par… https://t.co/tdwzC0rb6v,psiquico
Me envían un privado en Instagram 

"¿Hablas español?"

Yo: y mamo culo en todos los idiomas también😉

Me bloquearo… https://t.co/87Eu1jId50,psiquico
Sin huevadas estar triste y de mal humor no ayuda nada toda mi familia se a dado cuenta de mi estado de ánimo y to… https://t.co/cNQa9YPKzM,psiquico
Enviada a um hospital Katherine recebeu um diagnóstico de depressão pós-parto e alguns comprimidos foram dados par… https://t.co/H6zYAXKLok,psiquico
@naosejatrouxa Kkkkk acho engraçado q todas essas páginas grandes de humor no twitter usam o conteúdo deprimido/apa… https://t.co/IfRTh7MYrt,psiquico
Quem possui esse transtorno sofre de instabilidade constante de humor podendo estar feliz num minuto e no próximo… https://t.co/oK3hVaEvLK,psiquico
Mí cara siempre  feliz  triste  destruido  de humor  de mal humor .No se sabe y eso es lo bueno https://t.co/D9w5AXETBx,psiquico
@TVMaresol tive que ler duas vezes está cheio de camadas este humor acho que meu cérebro está destruído preciso… https://t.co/1rHvQB9xqd,psiquico
Hoy en la cafetería vi a mi profesor de Histología antes de entrar a la clase. Estaba destruido pero todavía conser… https://t.co/DIqnQWSNM7,psiquico
MEU BOM HUMOR ESTÁ SENDO DESTRUÍDO PELA PRESTAÇÃO DE CONTAS DA FAPESP EU NUNCA MAIS USO NENHUMA RESERVA TÉCNICA NA VIDA,psiquico
resumidamente não sei qual é meu humor pq alem de destruído/acabado meu emocional é confuso.,psiquico
@DMilkMota Meu trabalho é fingir bom humor 10 horas por dia. No final de semana vc tá destruído.,psiquico
RT @MorocoPalacios: Destruido por los achaques.... pero de buen humor  #EsShowM https://t.co/mGymcSED7L,psiquico
@christhopher_pe @LuisCarlos @elibravo @ONU_es Confundes ofensa con discriminación.

El bullying no es chiste. Hay… https://t.co/wl3kcaVULD,psiquico
Destruido por los achaques.... pero de buen humor  #EsShowM https://t.co/mGymcSED7L,psiquico
A mí destruido me tenés de buen humor siempre,psiquico
pronto bom humor destruído com sucesso,psiquico
espero que meu bom humor nao seja destruído ainda hoje,psiquico
@javierjaraes @Lenin @PoliciaEcuador @FFAAECUADOR Esto no genera ningún tipo de gracia su sentido del humor lo tie… https://t.co/xGDMXsOtS7,psiquico
Adivinha quem acordou com ótimo humor mas o corpo ta destruído? @Bandideex @inarovisk não irei hj no trampo mores lov u,psiquico
Minha vida recentemente virou uma montanha russa em que as vezes eu tenho vontade de pular fora... Quando que penso… https://t.co/8VMlG6ZZaM,psiquico
minha internet ta mais instável que meu humor credo,psiquico
Eu nunca sei exatamente como eu tô me sentindo. Meu humor sempre foi instável sou capaz de me sentir completamente… https://t.co/l5Rr1iV5Zp,psiquico
ok. parece q aturar meu humor instável e minha ironia vale pra alguma coisa,psiquico
4. Infelizmente devido ao meu humor instável eu não estou conseguindo pensar em nada para esse item. Desculpa.

T… https://t.co/yksxbxR3Ih,psiquico
mais instável que o clima do rj só meu humor mesmo,psiquico
não aguento mais esse humor instável,psiquico
Pesadelos constantes ? Humor instável ? Nervosismo acentuado ? Você pode estar sofrendo um ataque espiritual. Agend… https://t.co/7qR0fIQpZ5,psiquico
O nome é uma referência ao tzar Ivã 4º também conhecido como Ivã o Terrível que governou a Rússia no século 16 (… https://t.co/CnprFh1JCE,psiquico
dor de cabeça constante ✅
enjoo ✅
tontura ✅
dores no corpo ✅
humor instável ✅
espinhas ✅
dificuldade de foco ✅

ou… https://t.co/LyXcUch2hk,psiquico
chorando pq eu amo ela dms e ela n merece alguem tao desiquilibrada paranoica e com um humor tao instavel como eu,psiquico
humor instavel ou ciclotimia,psiquico
eu uso app pra controlar meu humor no decorrer dos dias e o tanto que meu humor ficou instável nesse mês de agosto… https://t.co/DWOlJx6roB,psiquico
Meu humor tá lindo hoje bem instável,psiquico
RT @manda_vieira_: tpm é uma merda né? N basta a cara encher de espinha humor instável ficar toda feia e inchada as teta ainda tem que f…,psiquico
O humor instável eh uma merda a,psiquico
RT @THGamesUniverse: Hoje o dia não foi bem o que eu esperava me fez ficar de mau humor bem rápido para falar a verdade.
A única coisa que…,psiquico
Hoje o dia não foi bem o que eu esperava me fez ficar de mau humor bem rápido para falar a verdade.
A única coisa… https://t.co/IBRIdzQpHS,psiquico
Thanx é uma letra mais leve que mostra seu humor melancólico. Alguns dizem que foi para os fãs outros que foi par… https://t.co/chOnAswTCo,psiquico
Ontem o tempo de São Paulo estava tão melancólico qnto o meu humor... sabendo q era o meu último dia de férias,psiquico
Incrível  meus picos de humor.
Um dia estou super melancólico 
No outro estou super feliz e de bem com a vida.,psiquico
@_aandrees Quizá sólo es el clima me pone de un humor muy melancólico.,psiquico
curtindo a série shippados embora com este título pavoroso e tata werneck fazendo humor pessimista e melancólico é… https://t.co/OVkKgH8nuD,psiquico
Já vivemos numa sociedade viciada na tristeza e que usa autodepreciação como forma de humor e conexão

É realmente… https://t.co/2Yuy13EGJw,psiquico
@FlyingFlying62 @NCDrusus38 Y dale te está inundando el humor melancólico.
Hay quien es inmortal y ya. Porque lo h… https://t.co/TDT5Cef5h2,psiquico
@apessega @museaholic Italiano é o irmão mais velho mandão e escandaloso o português é o melancólico que disfarça… https://t.co/euQuij5Mqi,psiquico
Tabaco y Channel de Bacilos me pone melancólico de buen humor pero melancólico.,psiquico
Tento fugir das coisas melancólicas que escrevo pra focar no humor e adivinha? Escrevo un texto melancólico,psiquico
RT @chuubichuu: GAROTAS GAMERS é para o meu TCC!

Meu nome é Julia Gomes e sou designer. Estou criando a identidade visual para um projeto…,psiquico
@andreiaandreia2 @detremura E já q vcs estão defendendo tanto esse cara me mostra a parte q justifica esse incentiv… https://t.co/o86hvH2A4O,psiquico
RT @DaveRodriguezS: La moción aprobada que dice que #LaHuelgaNoSePaga es la que realmente puso una estocada final a los abusos en las huelg…,psiquico
RT @emilikmendes: é bem clichê mas no fundo é sempre a verdade a gente nunca sabe o dia de amanhã porque na verdade o amanhã é sempre uma…,psiquico
O @CNPq_Oficial é o maior instrumento de incentivo e apoio às "categorias de base" da ciência no Brasil. E não tem… https://t.co/duUJtzyA1H,psiquico
e o pior de tudo o incentivo a práticas que discriminam o pobre como uma doença na sociedade. Sinceramente quem c… https://t.co/o3KTGaKX3I,psiquico
@rakefiredata MLG me incentivó a comer doritos en 2015 y ahora los como no irónicamente,psiquico
Hm... No mi hermano me dice que el mejor regalo es el aprobado se supone que ese es mi incentivo ¿no? 

—Probabl… https://t.co/4Skxp045JY,psiquico
RT @JorgeGimenezS: Muy acertado comentario aunque yo no lo vería como una razón más lo veria como la razón principal por el cual estamos le…,psiquico
@MasbahARMY1 E também encontrei esse outro artigo sobre os livros no metrô/ônibus que também é uma ótima opção par… https://t.co/RYQ8yXS5c4,psiquico
reduce aún más las oportunidades porque estás SOBREcalificado y les resultas muy caro
-además de que ya no tendremo… https://t.co/zmLdZleQyi,psiquico
RT @chuubichuu: GAROTAS GAMERS é para o meu TCC!

Meu nome é Julia Gomes e sou designer. Estou criando a identidade visual para um projeto…,psiquico
RT @PROCOLOMBIACO: En 2018 se realizaron en Colombia 🇨🇴 67.951 eventos como reuniones corporativas o de negocios seminarios programas de…,psiquico
RT @notfrvnk: tou a precisar de um incentivo na vida não sei ficar rico do nada,psiquico
eu quero mudar por mim ele é só um incentivo a mais,psiquico
RT @saralryss: o curioso mistério da menina q vive com indisposição de dia e quando chega a noite quer construir um edifício,psiquico
RT @cxntecruz: eu e rafa dando match no Tinder KKJJJJKKKK mds eu to no auge da indisposição de conhecer alguém,psiquico
eu e rafa dando match no Tinder KKJJJJKKKK mds eu to no auge da indisposição de conhecer alguém,psiquico
Cara minha garganta tá foda. Que indisposição. 😩😷🤒,psiquico
Infelizmente nao ha clima mais pra Emily. Insatisfaçao da treinadora e da diretoria indisposiçao com a CBF elimi… https://t.co/COFTC2IOHA,psiquico
dormir por oito ou mais horas: indisposição preguiça mau humor falta de atenção pá virada ódio
dormir por meno… https://t.co/gWxnPdwh0u,psiquico
RT @saralryss: o curioso mistério da menina q vive com indisposição de dia e quando chega a noite quer construir um edifício,psiquico
o curioso mistério da menina q vive com indisposição de dia e quando chega a noite quer construir um edifício,psiquico
Calor= indisposição corpo ruim dor de cabeça suor pressão caindo mais ainda... Como pode né,psiquico
o tempo todo com sono e indisposição....enterrem essa cadela que ela já morreu faz tempo,psiquico
@pontodocx @Jaertonton sim amg mas dx p próx pq hj eu tava a indisposição em pessoa,psiquico
Adriane: “termina de ver the voice pelo menos”
Eu: “você não sabe a indisposição que eu to hoje”
Adriane: “só vive assim”
Pior q é verdade,psiquico
Dessa vez vou culpar minha indisposição na má alimentação,psiquico
Sem cheiro de cigarro no bigode e nos dedos sem mal hálito. Sem a sensação intermitente de indisposição. De volta o paladar e o olfato!,psiquico
Q indisposição meu pai,psiquico
RT @arrobalyndesa: parabéns pra vocês que têm disposição pra sair domingo a noite eu só penso no alarme tocando amanhã às 6h e como eu prec…,psiquico
RT @arrobalyndesa: parabéns pra vocês que têm disposição pra sair domingo a noite eu só penso no alarme tocando amanhã às 6h e como eu prec…,psiquico
parabéns pra vocês que têm disposição pra sair domingo a noite eu só penso no alarme tocando amanhã às 6h e como eu… https://t.co/0l0j7dGBXG,psiquico
RT @yascsouzaa: ninguém é feliz em cima da infelicidade dos outros.,psiquico
RT @yascsouzaa: ninguém é feliz em cima da infelicidade dos outros.,psiquico
RT @yascsouzaa: ninguém é feliz em cima da infelicidade dos outros.,psiquico
RT @yascsouzaa: ninguém é feliz em cima da infelicidade dos outros.,psiquico
RT @yascsouzaa: ninguém é feliz em cima da infelicidade dos outros.,psiquico
RT @yascsouzaa: ninguém é feliz em cima da infelicidade dos outros.,psiquico
RT @buscaiaosenhorj: Um momento de prazer não vale o resto da vida de infelicidade mas um momento de dificuldade vale o resto da vida de f…,psiquico
RT @larissabezer: ta maluco erro de vcs é desejar a infelicidade do outro ninguém consegue ser feliz quando se ocupa mais com a vida alhe…,psiquico
RT @buscaiaosenhorj: Um momento de prazer não vale o resto da vida de infelicidade mas um momento de dificuldade vale o resto da vida de f…,psiquico
RT @larissabezer: ta maluco erro de vcs é desejar a infelicidade do outro ninguém consegue ser feliz quando se ocupa mais com a vida alhe…,psiquico
RT @gii_niehues: Tudo bem não estar tudo bem e não ter coisas boas pra falar sobre o teu dia te permite sentir infelicidade também,psiquico
o filosofo contemporaneo @camauricios já dizia: pra infelicidade de muitos staffs da JA mato grosso do sul estou i… https://t.co/VsidAdSACh,psiquico
Tem que aceitar a infelicidade como padrão e fim,psiquico
Gente sério quem fez isso sinto sua infelicidade daq. DAIXA OS OUTROS SEREM FELIZES inferno,psiquico
RT @gabimacumbeira: e eu que fui em um evento de empreendedorismo digital e tive a infelicidade de ter que ver uma palestra do Carlinhos M…,psiquico
@JlioCsa40437174 @Brigadeiromma @jairbolsonaro Claro que não... pra que se o Adélio está onde ele queria... daqui a… https://t.co/uZtfvmHgYD,psiquico
@BidoguiS @starkgeller para a infelicidade de todo o fandom 
para a minha tristeza profunda 
infelizmente não,psiquico
mais uma noite acompanhado de infelicidade profunda e Mineral - Endserenading na moral todo dia isso eu n aguento mais,psiquico
RT @ddltcia_: ultimamente to num estado de profunda tristeza e infelicidade acompanhado de uma perda completa de interesse por atividades d…,psiquico
ultimamente to num estado de profunda tristeza e infelicidade acompanhado de uma perda completa de interesse por atividades diárias:))),psiquico
Rapaz eu até tive um pouquinho de raiva e desprezo qnd comecei a ler o capítulo da #VazaJato de hj. Mas imediatame… https://t.co/wAu5fUxa0A,psiquico
@UOLNoticias @BandTV Cara ver esse cara falando me dá náuseas angústias uma infelicidade profunda,psiquico
RT @araceli03956935: Mientras nos entretienen con babosadas este infeliz gobierno está tejiendo una telaraña en la que tanto ciudadanos co…,psiquico
Que infeliz,psiquico
ok talvez eu ouça algumas músicas e pense no infeliz as vezes,psiquico
RT @VulgoKasulke: Custa 0 reais para perdoar alguém por um passado infeliz,psiquico
RT @jurubebadoce: Parece que a Jornalista Lilian Tahan não gosta de receber críticas sobre seu trabalho. Mas até pra ser infeliz numa resp…,psiquico
RT @Goldenmars: Quantas mágoas qto sofrimento e ele guarda tudo no coração e na mente. Mas nunca está infeliz! É um ser iluminado! KAYSAR…,psiquico
Achei q tinha esquecido o infeliz até ter q dividir o mesmo ambiente com ele por um acaso eu nem chorei só tremi,psiquico
RT @aon_jessica: Eu costumava dizer que “quem tem inveja de pobre?” mas as pessoas invejam sim invejam seu modo de viver invejam como voc…,psiquico
RT @draculaagogo: Este pendejo es @adanolverar contratado por el panismo corrupto de Querétaro tirando mierda a @PartidoMorenaMx @MorenaQR…,psiquico
Queria ir pra NH mas n tem um infeliz pra ir cmg.
Vou pra rave mrm foda se pega o bonde igual monstro ahuaahuaa 😎,psiquico
@oreoswithswag Se te hará tarde por esperarme serás infeliz y cuando me veas con alguien más solo una lagrima derramaras,psiquico
RT @daniafloresx: Soy la persona más infeliz en mi escuela,psiquico
Como um ser humano consegue dar varias facadas em uma cachorra que está amamentando pra piorar???!! Eu to mto mal… https://t.co/usUTYQ3wcU,psiquico
@darinilla @Irihauser @soyfernimoreno Pobre infeliz globerta solo inspiran Lastima y asco,psiquico
@Chpita1 uwu gracias Unnie! Pero si Nana triste y llorando :"c Nana infeliz :"c xdddd suena muy cute mi apodo uwu,psiquico
@Assilon01 @Kelly62736410 Acontece o mesmo comigo agora que entendi ao ler seu comentário o motivo do bloque sem e… https://t.co/kOQfZhgpOK,psiquico
RT @otherjolea: Não sei de onde a galera tira ideia pra chamar de egoísta alguém que terminou um relacionamento sem ter nenhum motivo de fa…,psiquico
@eululy21 gente infeliz se incomoda até sem motivo quem dirá com uma igual tu kkkkk até entendo,psiquico
Não sei de onde a galera tira ideia pra chamar de egoísta alguém que terminou um relacionamento sem ter nenhum moti… https://t.co/ZWyL0yYDNB,psiquico
Me julguem mais eu super concordo com ele hj em dia tem gente nova sem motivos algum(sem doença com um teto pra m… https://t.co/QIMLhOsSeI,psiquico
estar triste é bem diferente de ser infeliz...

geralmente a gente fica triste por alguma coisa específica que acon… https://t.co/RD1Ptj6SPd,psiquico
Às vezes me sinto triste cansado e infeliz sem motivo,psiquico
deve ser triste ser uma pessoa infeliz a ponto de odiar os outros sem motivo,psiquico
@Angelicapmendes eu fico triste nao por falarem de mim mas por ver como tem gnt que é infeliz e acha engraçado of… https://t.co/Qr2TWmfpqM,psiquico
Mas agora vem o real motivo deles terem o amor mais lindo da ficção Gerry quando descobriu que ia morrer simplesme… https://t.co/kySCWfIOIR,psiquico
Eu não suporto o fato de ter gente que inventa mentira de mim/de gente que eu gosto sem motivo só pq tá infeliz e… https://t.co/txa6eaYKxj,psiquico
eu não suporto gente grossa não consigo suportar 

porra fala direito com as pessoas sabe? responde direito sor… https://t.co/nMbnTujR8E,psiquico
O meu mais sincero “vai tomar no cu” pra cada infeliz que me acordou sem motivo hoje,psiquico
nao eh a toa q em boruto ele eh infeliz por um motivo q ninguem qr ver ELE NAO FICOU COM SASUKE! adianta ser hokage… https://t.co/11h8IvAX1c,psiquico
RT @ferbelaunzaran: Golpismo en Veracruz del gobernador @CuitlahuacGJ.

Decisión ilegal de remover a @AbogadoWinckler como fiscal respalda…,psiquico
me sentindo inútil vou mandar currículo pra vaga de emprego merda,psiquico
RT @cesamo70: Más que "debilitar la pluma" de @CarlosLoret el Gobierno de @lopezobrador_ lo ha hecho un periodista de élite en español...…,psiquico
RT @Bipolardo: Se acuerdan del FaceApp que armaron teorías conspirativas por el reconocimiento facial jaja? Pero mira si los rusos te van…,psiquico
RT @ferbelaunzaran: Golpismo en Veracruz del gobernador @CuitlahuacGJ.

Decisión ilegal de remover a @AbogadoWinckler como fiscal respalda…,psiquico
@brayner61698290 VizMedia en inglés si ví varios comentarios lindos hacía ella pero también habían varios comentar… https://t.co/MlQJ6mYVKL,psiquico
@xxxgraur chama esse inutil entao 
 levam os dois com a minha marretaaaa,psiquico
RT @cpgarcieral: @luisfergarcia @ryohermoso ¡¿Lo estás oyendo inútil?!,psiquico
mano e eu q vendo video de casal me senti mal  por nao me encaixar em nada sabe eu so estranho meu corpo meu jeit… https://t.co/ZwSmgIbbmC,psiquico
RT @ferbelaunzaran: Golpismo en Veracruz del gobernador @CuitlahuacGJ.

Decisión ilegal de remover a @AbogadoWinckler como fiscal respalda…,psiquico
RT @ferbelaunzaran: Golpismo en Veracruz del gobernador @CuitlahuacGJ.

Decisión ilegal de remover a @AbogadoWinckler como fiscal respalda…,psiquico
RT @salvavidxs: Hoy me siento

• abandonado
• feo
• herido
• reemplazable
• inútil
• invisible,psiquico
Bravo @AlvaroUribeVel  bravo inutil @IvanDuque bravo descerebrados seguidores del centro democrático. https://t.co/WVHTnRJUjP,psiquico
una bronca me da no poder hablar en italiano me cagaria a tiros por inútil,psiquico
RT @LaGladiadoraDeU: #PruebasContraUribeNoHay y que conste que lo dijo el opositor el inútil el enemigo de la verdad el envidioso el en…,psiquico
Lluvioso  melancólico y triste día  me matan los recuerdos,psiquico
melancolico e dramatico prazer eu,psiquico
Escuchar canciones románticas con sonido melancólico,psiquico
Que Jameela y James sean pareja le da alegría a mi corazón y muchas ganas de ponerme melancólico. https://t.co/EkFK9EYjUa,psiquico
Cae la media noche y me pongo melancólico.,psiquico
Un pedo melancólico y yo tenemos el mismo peso,psiquico
Un blues que habla de tus ojos
un blues melancólico y triste.,psiquico
@aguirrehora Estamos melancólico amigo??,psiquico
@literlandweb1 @literlandweb1 Me dijeron hoy: "Que deprimente mirarte tan melancólico y solitario".
Después de refl… https://t.co/RqLDzFmSGi,psiquico
@cachapeu perceba o fundo melancólico e triste do tom menor na risada tal qual a lágrima de um palhaço,psiquico
Hoje eu li uma das HQs mais tristes do homem aranha que eu já vi ajudou a deixar meu dia mais melancólico. Mas aca… https://t.co/muM3XirnMe,psiquico
Desculpa mas esse tá melancólico demais e eu amei https://t.co/bWoQ79Z98u,psiquico
RT @UneRevolte_: Tuve un día lleno de lucha charla feminismo popular y birra que no me entra más amor en el cuerpo. Estoy agradecida a to…,psiquico
Tuve un día lleno de lucha charla feminismo popular y birra que no me entra más amor en el cuerpo. Estoy agradeci… https://t.co/4dS27ny65o,psiquico
To pensando em como essa parada de ataque de pânico parece com a raposa de nove caudas selada no naruto só que de u… https://t.co/HRT5Euwu4H,psiquico
me sinto culpada o tempo todo e isso tá acabando comigo,psiquico
@joaopreys @Andremo2016 @afxmber eu não me sinto tão culpada pq rt já ajuda também (é oq quem posta as vaquinhas dizem...),psiquico
RT @LuceroMiTalisma: @OrgulhoHogazaCL "MEPS e STD" Não me sinto mais culpada por amar as duas pinga fogo igualmente 💅😂😍 https://t.co/zD5zyK…,psiquico
Me sinto tão culpada por sentir saudade de algo que me fez tão mal,psiquico
RT @therafaelogia: eu com as fotos das minhas sessões stalker porém me sinto mt culpada de compartilhar sendo q já acho errado eu ter salvo…,psiquico
eu com as fotos das minhas sessões stalker porém me sinto mt culpada de compartilhar sendo q já acho errado eu ter… https://t.co/B1j4vb4Udh,psiquico
RT @btterflydiaries: se eu como alguma coisa eu fico irrirada por ter comido pq me sinto culpada se eu não como nada fico irritada pq to c…,psiquico
o foda é q eu me sinto culpada por indireta q eu sei q não é pra mim 
mas sei lá tô sempre tão pressionada me senti… https://t.co/pyGuOOzmfh,psiquico
Eu odeio quando uma pessoa para de cvs cmg do nada. Tipo uma semana cvs direto e do nada some e não responde. Me s… https://t.co/Iq4WOykAKg,psiquico
Comecei a ver anime +/- em outubro do ano passado. Já vi mais de 100 até agora. N sei se me sinto orgulhosa ou culp… https://t.co/e9o5MF5OwG,psiquico
Ai gente tá foda controlar alimentação. Pior que toda vez que eu como demais me sinto péssima e culpada,psiquico
me sinto culpada por essa merda fodase ele também. quero morrer.,psiquico
as vezes me sinto mt culpada por algumas coisas mas depois penso que nao devo colocar expectativas demais em algo incerto.,psiquico
me sinto tão culpada,psiquico
triste com meu emprego pq queria ter um emprego melhor e nao consigo me dedicar e ser boa o suficiente nele porem m… https://t.co/nxOXPsEJ73,psiquico
RT @dewonn3: É esse tipo de motivação que me mantém em pé 
@alvxaro https://t.co/nXR3x0lc1R,psiquico
Meu boa noite de hoje é: ver pessoas sendo chatas gratuitamente é minha grande motivação pra melhorar e aprender a… https://t.co/T3d2jmT6qB,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @dewonn3: É esse tipo de motivação que me mantém em pé 
@alvxaro https://t.co/nXR3x0lc1R,psiquico
RT @lzzmarques: as vzs tu só espera motivação de quem ta do teu lado.....e o que vem eh totalmente o contrário osss,psiquico
RT @CarlaZambelli17: E para que não venham ser indecentes como alguns têm sido comigo proponho que leiam uma das ameaças e me digam o que…,psiquico
RT @lzzmarques: as vzs tu só espera motivação de quem ta do teu lado.....e o que vem eh totalmente o contrário osss,psiquico
várias ideias e pá mas sem motivação eu nunca vou escrever meu livro,psiquico
Não quero assim fala com todos aqueles que ouviram o teu não
Para anunciar o perdão
Muda a motivação canção ou ad… https://t.co/2fVH1R79H2,psiquico
Mh motivação continua sendo o ódio delas 🥵 https://t.co/J5r4uh9o0S,psiquico
E mostra para seus hater que você e muito mais do que esses pensamentos ruins que eles tem de você na real e que el… https://t.co/31TIrVCZDL,psiquico
RT @pedrosantoskt: Não deixe que uma mensagem de motivação estrague seu dia de merda boa noite.,psiquico
@terenziusart Foda é motivação pra continuar,psiquico
RT @dewonn3: É esse tipo de motivação que me mantém em pé 
@alvxaro https://t.co/nXR3x0lc1R,psiquico
A motivação é 0,psiquico
meus tios começaram a mandar vídeos e fotos com meu pai eu quero chorar tanto!!! a carinha dele gente pqp isso nã… https://t.co/veswoW3iPr,psiquico
acho q alguém tem razão 
eu nunca to satisfeita com nada pra mim nada tá bom afins,psiquico
RT @jeonreact: eu me odeio demais e não tem razão nenhuma pra mim continuar viva ninguém gosta de mim eu não sirvo pra nada meus amigos…,psiquico
@samsplmn @_Vniciussouza @elainisilva @alexsda77 Nada disso é novidade pra mim e nada disso tem razão de ser menci… https://t.co/ASG3sWAhdR,psiquico
eu me odeio demais e não tem razão nenhuma pra mim continuar viva ninguém gosta de mim eu não sirvo pra nada meu… https://t.co/VVajSvPxLR,psiquico
meu pai abre a boca p falar um a e eu nAO SUPORTO mais caralho 
-me culpa de TUDO e n fiz nd
-come os chocolates q… https://t.co/g867EKflFi,psiquico
@Softvantt @letshinebangtan @flyyseokjin @daegubbygirl O post de hoje não teve NADA de errado e muito menos ofensiv… https://t.co/vJ9G21OEV7,psiquico
a razão do meu viver todo felizinho nesse vídeozinho. esse homem não tem idéia do quanto é especial pra mim e de… https://t.co/5F0qOOpNJp,psiquico
eu vi esperança luz MUITA LUZ. eu vi uma razão uma razao pra viver? pra ser feliz e sorrir. você tem sido a MAIO… https://t.co/GaQCocMhdo,psiquico
O jungkook é tudo pra mim. Ele é literalmente o meu ponto de paz quando nada mais tem cor pra mim é só eu ver ele… https://t.co/nDUqB01af5,psiquico
@pituflaming Meio que boto essa frase de Bukowski pra mim e vou vivendo

"Beleza não vale nada e depois não dura. V… https://t.co/4Ic59KEY1r,psiquico
Sempre ouvi todo mundo reclamando de que eu era uma pessoa muito ocupada mas eu achava que não e que eu sempre fiz… https://t.co/KTvvbgtLu4,psiquico
Povo não tem mas oque falar de mim sempre tem que ter "Lê Fernandes" não tenho porque falar da Binha já tive amizad… https://t.co/kbRKz4g1it,psiquico
E foda ela sempre tem a porra da razao. Tmnc. Não pode fazer nada pra mim que reclama.,psiquico
Nada é por acaso nada é em vão na vida com Deus tudo tem uma razão..
Cada vale que eu atravessei
cada deserto qu… https://t.co/M2gDbtGbkT,psiquico
RT @IsabelAcciolly: Nada de curtir natalano novo esse anodesde junho o ano já não tem sentido pra mimtem nem motivo para comemorar,psiquico
Nada de curtir natalano novo esse anodesde junho o ano já não tem sentido pra mimtem nem motivo para comemorar,psiquico
@pauloarthur @Estadao @EstadaoCultura Vc por algum acaso já leu paulo freire?
O fato de a educação no brasil estar… https://t.co/RcTasVfPGz,psiquico
As comparações da Avril com a bulir não fazem muito sentido para mim. Nunca irei entender o estilo nem sequer é pa… https://t.co/GuDYB6XU9m,psiquico
"A nossa reportagem não tem nada a ver com quem passou o material para mim não afeta nenhum sentido quem foi a fon… https://t.co/p8wD9FmbC9,psiquico
@BTS_twt Você transformou o meu mundo e a minha vida por completo. O seu rosto sua voz suas manias sua risada t… https://t.co/JC1RNmCdGY,psiquico
O jungkook é tudo pra mim. Ele é literalmente o meu ponto de paz quando nada mais tem cor pra mim é só eu ver ele… https://t.co/nDUqB01af5,psiquico
@newagenocry @Ester36537700 Eu também consigo escrever uma palavra aleatória e ir apertando a sugestão até formar u… https://t.co/ib4gK0yLbc,psiquico
@viadxeutobugada teve muito sentido para mim e sim tem muitas autoras que vem recebendo esse ódio de graça por nada,psiquico
RT @fwckmemyg: @giovannasilk eu me sinto muito assim não sei o motivo sinto também que estou apenas vagando sem rumo sem um sonho que n…,psiquico
@yagho_marshel Tenho vários amigos bolsonaristas. Ocorre que para mim (e para eles também) amizade não se resume… https://t.co/fGxJqnb6pP,psiquico
@MLucianoAJ @chicogarciaa Obrigado pelo jovem. Esse teu argumento não faz sentido o fato de ser jovem não muda nad… https://t.co/aNZngStSYP,psiquico
Sem querer vou parar de tentar.Sem querer vou esquecer de respirar.Vou ficar sem vontade para levantarvou perder o… https://t.co/ni6cZ7OF7W,psiquico
RT @fwckmemyg: @giovannasilk eu me sinto muito assim não sei o motivo sinto também que estou apenas vagando sem rumo sem um sonho que n…,psiquico
Acho que a palavra amizade hoje nem ontem nem amanhã mais hoje tem um significado e tanto para mim namoral.
É não… https://t.co/dS6V34W4II,psiquico
Me empresta 5 conto kerida é uma musica tão nada a ver mas pra mim já tem um significado muito além,psiquico
never be alone tem um significado tao grande pra mim desde 2015e escutando essa musica hoje percebo que nada mudou,psiquico
#ARMYSelcaDay as fotos não tem nada haver uma com a outra kkkk porém ambas tem um significado importante pra mim e… https://t.co/bOJabwPn68,psiquico
